"","var","species_id","citation_id","site_id","treatment","trait_id","var_id"
"1",0.49,49913,1000000101,1000025739,2000000012,NA,1000000055
"2",0.41,1000000238,1000000101,1000025739,2000000012,NA,1000000055
"3",0.56,1000020868,1000000101,1000025739,2000000012,NA,1000000055
"4",0.72,1000020879,1000000101,1000025739,2000000012,NA,1000000055
"5",0.74,1000008327,1000000101,1000025739,2000000012,NA,1000000055
"6",0.53,1000020880,1000000101,1000025739,2000000012,NA,1000000055
"7",0.62,1000020881,1000000101,1000025739,2000000012,NA,1000000055
"8",0.52,1000009201,1000000101,1000025739,2000000012,NA,1000000055
"9",0.49,1000020874,1000000101,1000025739,2000000012,NA,1000000055
"10",0.54,1000020875,1000000101,1000025739,2000000012,NA,1000000055
"11",0.38,1000020876,1000000101,1000025739,2000000012,NA,1000000055
"12",0.48,1000020877,1000000101,1000025739,2000000012,NA,1000000055
"13",0.74,1000000969,1000000102,2000000003,2000000012,NA,1000000055
"14",0.66,28944,1000000102,2000000002,2000000012,NA,1000000055
"15",0.4,1000005277,1000000102,2000000002,2000000012,NA,1000000055
"16",0.67,43171,1000000102,2000000003,2000000012,NA,1000000055
"17",0.62,1000011665,1000000102,2000000003,2000000012,NA,1000000055
"18",0.64,50999,1000000102,2000000003,2000000012,NA,1000000055
"19",0.5,1000014356,1000000102,2000000003,2000000012,NA,1000000055
"20",0.56,1000015271,1000000102,2000000003,2000000012,NA,1000000055
"21",0.36,227,1000000109,1000026713,2000000012,NA,1000000055
"22",0.61,1000002246,1000000109,1000026713,2000000012,NA,1000000055
"23",0.64,281,1000000109,1000026713,2000000012,NA,1000000055
"24",0.18,39878,1000000109,1000026713,2000000012,NA,1000000055
"25",0.55,5807,1000000109,1000026713,2000000012,NA,1000000055
"26",0.6,1000003887,1000000109,1000026713,2000000012,NA,1000000055
"27",0.38,3762,1000000109,1000026713,2000000012,NA,1000000055
"28",0.74,5630,1000000109,1000026713,2000000012,NA,1000000055
"29",0.84,27020,1000000109,1000026713,2000000012,NA,1000000055
"30",0.78,39582,1000000109,1000026713,2000000012,NA,1000000055
"31",0.68,17254,1000000109,1000026713,2000000012,NA,1000000055
"32",0.64,25287,1000000109,1000026713,2000000012,NA,1000000055
"33",0.51,1000020873,1000000109,1000026713,2000000012,NA,1000000055
