"","value","species_id","citation_id","site_id","treatment","trait_id","variable_id"
"1",0.227671805385043,1000020862,1000000103,1000026716,2000000012,NA,1000000288
"2",0.0799093001715546,41267,1000000103,1000026716,2000000012,NA,1000000288
"3",0.301776464710564,13388,1000000103,1000026716,2000000012,NA,1000000288
"4",0.327332916325227,24450,1000000103,1000026716,2000000012,NA,1000000288
"5",0.206057550259659,1000020863,1000000104,1000026715,2000000012,NA,1000000288
"6",1.01938925334925,1000001911,1000000104,1000026715,2000000012,NA,1000000288
"7",2.05929922422947,1000002385,1000000104,1000026715,2000000012,NA,1000000288
"8",8.33570989131099,1000020865,1000000104,1000026715,2000000012,NA,1000000288
"9",0.365471681761669,1000002727,1000000104,1000026715,2000000012,NA,1000000288
"10",0.375856677582918,1000020866,1000000104,1000026715,2000000012,NA,1000000288
"11",0.259391672238555,1000020867,1000000104,1000026715,2000000012,NA,1000000288
"12",0.229978088605477,1000020869,1000000104,1000026715,2000000012,NA,1000000288
"13",0.591632668331352,1000020870,1000000104,1000026715,2000000012,NA,1000000288
"14",0.223948398302553,1000020871,1000000104,1000026715,2000000012,NA,1000000288
"15",10.88313998,49943,1000000071,2000000002,2000000012,NA,1000000288
"16",22.4804738925926,49953,1000000071,2000000002,2000000012,NA,1000000288
"17",5.67009901216216,1000011255,1000000071,2000000002,2000000012,NA,1000000288
"18",4.09965807317073,49993,1000000071,2000000002,2000000012,NA,1000000288
"19",9.21401028648648,380,1000000071,2000000002,2000000012,NA,1000000288
"20",7.08512302037037,50567,1000000071,2000000002,2000000012,NA,1000000288
"21",12.9764112489683,25655,1000000061,1000005005,2000000012,NA,1000000288
"22",4.903325,25655,1000000061,1000005005,2000000012,NA,1000000288
"23",4.38225250037946,50836,1000000061,1000005005,2000000012,NA,1000000288
"24",2.353596,50836,1000000061,1000005005,2000000012,NA,1000000288
"25",7.54357692307692,49943,1000000079,2000000002,2000000012,NA,1000000288
"26",1.50871538461538,380,1000000079,2000000002,2000000012,NA,1000000288
"27",7.77768793103448,1000005277,1000000079,2000000002,2000000012,NA,1000000288
"28",14.53485625,51206,1000000079,2000000002,2000000012,NA,1000000288
"29",3.59393045334984,49943,1000000124,2000000002,2000000012,NA,1000000288
"30",0.96942928461476,380,1000000124,2000000002,2000000012,NA,1000000288
"31",2.01562242036399,1000005277,1000000124,2000000002,2000000012,NA,1000000288
"32",6.82327550094627,1000005277,1000000124,2000000002,2000000012,NA,1000000288
"33",0.459711631258186,43171,1000000124,2000000003,2000000012,NA,1000000288
"34",1.71882249569223,43171,1000000124,2000000003,2000000012,NA,1000000288
"35",6.1137994886616,1000011665,1000000124,2000000003,2000000012,NA,1000000288
"36",7.04277735080787,51206,1000000124,2000000002,2000000012,NA,1000000288
"37",5.6844689059501,50999,1000000124,2000000003,2000000012,NA,1000000288
"38",1.02726704718432,1000014356,1000000124,2000000003,2000000012,NA,1000000288
"39",7.23159967177243,1000014356,1000000124,2000000003,2000000012,NA,1000000288
"40",1.76151145440125,1000014798,1000000124,2000000003,2000000012,NA,1000000288
"41",9.50597441037736,1000014798,1000000124,2000000003,2000000012,NA,1000000288
"42",9.73093835048278,1000015271,1000000124,2000000003,2000000012,NA,1000000288
"43",1.18386301995541,1000001544,1000000106,1000025739,2000000012,NA,1000000288
"44",1.278366875,1000001544,1000000106,1000025739,2000000012,NA,1000000288
"45",1.53575839622641,1000020864,1000000106,1000025739,2000000012,NA,1000000288
"46",1.22777815435926,10238,1000000106,1000025739,2000000012,NA,1000000288
"47",0.664857627118644,10238,1000000106,1000025739,2000000012,NA,1000000288
"48",2.0986231,50498,1000000106,1000025739,2000000012,NA,1000000288
"49",1.53960826658895,1000012111,1000000106,1000025739,2000000012,NA,1000000288
"50",1.15473734622144,1000012111,1000000106,1000025739,2000000012,NA,1000000288
"51",1.01048819036098,1000020872,1000000106,1000025739,2000000012,NA,1000000288
"52",1.54363935185185,1000020872,1000000106,1000025739,2000000012,NA,1000000288
"53",0.601052741935484,1000013036,1000000106,1000025739,2000000012,NA,1000000288
"54",3.66581916666667,1000020878,1000000106,1000025739,2000000012,NA,1000000288
"55",2.63967037433957,51206,1000000107,1000000105,2000000012,NA,1000000288
