"","var","species_id","citation_id","site_id","treatment","trait_id","var_id"
"1",2.157463,49913,1000000101,1000025739,2000000012,NA,1000000287
"2",3.8245935,1000000238,1000000101,1000025739,2000000012,NA,1000000287
"3",0.3576398171948,1000020868,1000000101,1000025739,2000000012,NA,1000000287
"4",0.6077286328421,1000020879,1000000101,1000025739,2000000012,NA,1000000287
"5",0.6605783760492,1000008327,1000000101,1000025739,2000000012,NA,1000000287
"6",0.7352112582486,1000020880,1000000101,1000025739,2000000012,NA,1000000287
"7",0.99513234867235,1000020881,1000000101,1000025739,2000000012,NA,1000000287
"8",0.8825985,1000009201,1000000101,1000025739,2000000012,NA,1000000287
"9",0.56313894267015,1000020874,1000000101,1000025739,2000000012,NA,1000000287
"10",0.6403533764488,1000020875,1000000101,1000025739,2000000012,NA,1000000287
"11",0.57137919607895,1000020876,1000000101,1000025739,2000000012,NA,1000000287
"12",0.59706459723925,1000020877,1000000101,1000025739,2000000012,NA,1000000287
"13",0.4314926,1000000969,1000000102,2000000003,2000000012,NA,1000000287
"14",0.6276256,28944,1000000102,2000000002,2000000012,NA,1000000287
"15",1.48080415,1000005277,1000000102,2000000002,2000000012,NA,1000000287
"16",0.51975245,43171,1000000102,2000000003,2000000012,NA,1000000287
"17",0.63743225,1000011665,1000000102,2000000003,2000000012,NA,1000000287
"18",0.67665885,50999,1000000102,2000000003,2000000012,NA,1000000287
"19",0.69627215,1000014356,1000000102,2000000003,2000000012,NA,1000000287
"20",0.75511205,1000015271,1000000102,2000000003,2000000012,NA,1000000287
"21",1.0787315,227,1000000109,1000026713,2000000012,NA,1000000287
"22",1.2748645,1000002246,1000000109,1000026713,2000000012,NA,1000000287
"23",1.0787315,281,1000000109,1000026713,2000000012,NA,1000000287
"24",1.765197,39878,1000000109,1000026713,2000000012,NA,1000000287
"25",0.980665,5807,1000000109,1000026713,2000000012,NA,1000000287
"26",1.0787315,1000003887,1000000109,1000026713,2000000012,NA,1000000287
"27",0.980665,3762,1000000109,1000026713,2000000012,NA,1000000287
"28",1.176798,5630,1000000109,1000026713,2000000012,NA,1000000287
"29",0.6864655,27020,1000000109,1000026713,2000000012,NA,1000000287
"30",0.4903325,39582,1000000109,1000026713,2000000012,NA,1000000287
"31",2.0593965,17254,1000000109,1000026713,2000000012,NA,1000000287
"32",1.765197,25287,1000000109,1000026713,2000000012,NA,1000000287
"33",1.6671305,1000020873,1000000109,1000026713,2000000012,NA,1000000287
"34",1.176798,2834,1000000109,1000026713,2000000012,NA,1000000287
