"","value","species_id","citation_id","site_id","treatment","trait_id","variable_id"
"1",10.46025105,49913,1000000101,1000025739,2000000012,NA,15
"2",12.78772379,1000000238,1000000101,1000025739,2000000012,NA,15
"3",9.652509653,1000020868,1000000101,1000025739,2000000012,NA,15
"4",6.887052342,1000020879,1000000101,1000025739,2000000012,NA,15
"5",10.35196687,1000008327,1000000101,1000025739,2000000012,NA,15
"6",5.42888165,1000020880,1000000101,1000025739,2000000012,NA,15
"7",11.50747986,1000020881,1000000101,1000025739,2000000012,NA,15
"8",5.151983514,1000009201,1000000101,1000025739,2000000012,NA,15
"9",5.678591709,1000020874,1000000101,1000025739,2000000012,NA,15
"10",8.183306056,1000020875,1000000101,1000025739,2000000012,NA,15
"11",6.887052342,1000020876,1000000101,1000025739,2000000012,NA,15
"12",8.136696501,1000020877,1000000101,1000025739,2000000012,NA,15
"13",12.76,227,1000000109,1000026713,2000000012,NA,15
"14",12.66,1000002246,1000000109,1000026713,2000000012,NA,15
"15",21.41,281,1000000109,1000026713,2000000012,NA,15
"16",17.6,39878,1000000109,1000026713,2000000012,NA,15
"17",8.33,5807,1000000109,1000026713,2000000012,NA,15
"18",15.45,1000003887,1000000109,1000026713,2000000012,NA,15
"19",7,3762,1000000109,1000026713,2000000012,NA,15
"20",13.34,5630,1000000109,1000026713,2000000012,NA,15
"21",11.68,27020,1000000109,1000026713,2000000012,NA,15
"22",18.12,39582,1000000109,1000026713,2000000012,NA,15
"23",27.69,17254,1000000109,1000026713,2000000012,NA,15
"24",14.15,25287,1000000109,1000026713,2000000012,NA,15
"25",18.73,1000020873,1000000109,1000026713,2000000012,NA,15
"26",9.13,2834,1000000109,1000026713,2000000012,NA,15
"27",8.47,49943,1000000071,2000000002,2000000012,NA,15
"28",15.3,49953,1000000071,2000000002,2000000012,NA,15
"29",15.7,1000011255,1000000071,2000000002,2000000012,NA,15
"30",14.1,49993,1000000071,2000000002,2000000012,NA,15
"31",16.1,50567,1000000071,2000000002,2000000012,NA,15
"32",7.762471166,50836,1000000061,1000005005,2000000012,NA,15
"33",10.83926914,49943,1000000079,2000000002,2000000012,NA,15
"34",10.83926914,49943,1000000124,2000000002,2000000012,NA,15
"35",8.511380382,10238,1000000106,1000025739,2000000012,NA,15
"36",4.897788194,50498,1000000106,1000025739,2000000012,NA,15
