"","var","species_id","citation_id","site_id","treatment","trait_id","var_id"
"1",101.971621297793,227,1000000113,1000000232,2000000012,NA,1000000289
"2",292.658553124665,41267,1000000113,1000000232,2000000012,NA,1000000289
"3",278.382526142974,3762,1000000113,1000000232,2000000012,NA,1000000289
"4",305.914863893379,27020,1000000113,1000000232,2000000012,NA,1000000289
"5",308.974012532312,1000020938,1000000113,1000000232,2000000012,NA,1000000289
"6",285.52053963382,1000020939,1000000113,1000000232,2000000012,NA,1000000289
"7",203.943242595586,13388,1000000113,1000000232,2000000012,NA,1000000289
"8",224.337566855144,1354,1000000113,1000000232,2000000012,NA,1000000289
"9",221.27841821621,1000001544,1000000069,1000025739,2000000012,NA,1000000289
"10",234.534728984924,1000001544,1000000069,1000025739,2000000012,NA,1000000289
"11",196.80522910474,1000001544,1000000069,1000025739,2000000012,NA,1000000289
"12",175.391188632204,1000001544,1000000069,1000025739,2000000012,NA,1000000289
"13",207.002391234519,10238,1000000069,1000025739,2000000012,NA,1000000289
"14",200.884093956652,10238,1000000069,1000025739,2000000012,NA,1000000289
"15",150.917999520733,10238,1000000069,1000025739,2000000012,NA,1000000289
"16",165.194026502424,10238,1000000069,1000025739,2000000012,NA,1000000289
"17",207.002391234519,50687,1000000069,1000025739,2000000012,NA,1000000289
"18",190.686931826873,50687,1000000069,1000025739,2000000012,NA,1000000289
"19",150.917999520733,50687,1000000069,1000025739,2000000012,NA,1000000289
"20",227.396715494078,1000012111,1000000069,1000025739,2000000012,NA,1000000289
"21",254.929053244482,1000012111,1000000069,1000025739,2000000012,NA,1000000289
"22",168.253175141358,1000012111,1000000069,1000025739,2000000012,NA,1000000289
"23",175.391188632204,1000012111,1000000069,1000025739,2000000012,NA,1000000289
"24",221.27841821621,1000020872,1000000069,1000025739,2000000012,NA,1000000289
"25",247.791039753637,1000020872,1000000069,1000025739,2000000012,NA,1000000289
"26",180.489769697093,1000020872,1000000069,1000025739,2000000012,NA,1000000289
"27",175.391188632204,1000020872,1000000069,1000025739,2000000012,NA,1000000289
"28",194.765796678784,50498,1000000115,1000025739,2000000012,NA,1000000289
"29",341.604931347606,1000020874,1000000115,1000025739,2000000012,NA,1000000289
"30",112.168783427572,1000020903,1000000116,1000026726,2000000012,NA,1000000289
"31",173.351756206248,1000020904,1000000116,1000026726,2000000012,NA,1000000289
"32",129.503959048197,19340,1000000117,1000026724,2000000012,NA,1000000289
"33",116.247648279484,1000020934,1000000117,1000026724,2000000012,NA,1000000289
"34",156.016580585623,1000020916,1000000118,1000026724,2000000012,NA,1000000289
"35",145.819418455844,1000020927,1000000118,1000026724,2000000012,NA,1000000289
"36",255.94876945746,1000020895,1000000118,1000026724,2000000012,NA,1000000289
"37",229.436147920034,1000020896,1000000118,1000026724,2000000012,NA,1000000289
"38",298.776850402533,1000020942,1000000118,1000026724,2000000012,NA,1000000289
"39",566.962214415728,1000020905,1000000119,1000026727,2000000012,NA,1000000289
"40",522.094701044699,1000020889,1000000119,1000026727,2000000012,NA,1000000289
"41",323.250039514003,1000020911,1000000119,1000026727,2000000012,NA,1000000289
"42",146.839134668822,1000020890,1000000119,1000026727,2000000012,NA,1000000289
"43",367.097836672054,380,1000000027,1000025740,2000000012,NA,1000000289
"44",298.776850402533,380,1000000027,1000005005,2000000012,NA,1000000289
"45",181.509485910071,380,1000000027,1000000013,2000000012,NA,1000000289
"46",238.613593836835,1000003459,1000000027,1000025740,2000000012,NA,1000000289
"47",122.365945557351,1000003422,1000000027,1000000013,2000000012,NA,1000000289
