"","value","species_id","citation_id","site_id","treatment","trait_id","variable_id"
"1",0.045020956,33717,1000000164,1000026750,2000000012,NA,21
"2",0.071643588,33717,1000000164,1000026750,2000000012,NA,21
"3",0.141630901,33717,1000000164,1000026750,2000000012,NA,21
"4",0.030134624,1000021003,1000000164,1000026750,2000000012,NA,21
"5",0.414068499,1000021003,1000000164,1000026749,2000000012,NA,21
"6",0.108297188,1000021003,1000000164,1000026749,2000000012,NA,21
"7",0.056688785,1000021003,1000000164,1000026749,2000000012,NA,21
"8",0.082694414,1000021003,1000000164,1000026749,2000000012,NA,21
"9",0.262608944,1000021003,1000000164,1000026749,2000000012,NA,21
"10",0.04940048,1000021003,1000000164,1000026749,2000000012,NA,21
"11",0.516314779,1000021003,1000000164,1000026749,2000000012,NA,21
"12",1.166666667,1000021003,1000000164,1000026749,2000000012,NA,21
"13",1.148471616,1000021006,1000000164,1000026750,2000000012,NA,21
"14",1.183544304,1000021006,1000000164,1000026750,2000000012,NA,21
"15",0.076001047,1000021007,1000000164,1000026750,2000000012,NA,21
"16",0.060056142,1000021007,1000000164,1000026750,2000000012,NA,21
"17",0.112140492,1000021007,1000000164,1000026750,2000000012,NA,21
"18",0.108642918,1000021007,1000000164,1000026750,2000000012,NA,21
"19",0.102136432,1000021007,1000000164,1000026750,2000000012,NA,21
"20",0.174080599,1000021007,1000000164,1000026750,2000000012,NA,21
"21",0.139323629,1000021007,1000000164,1000026750,2000000012,NA,21
"22",0.168779186,1000021007,1000000164,1000026750,2000000012,NA,21
"23",0.164544962,1000021007,1000000164,1000026750,2000000012,NA,21
"24",0.056688785,1000021007,1000000164,1000026750,2000000012,NA,21
"25",0.170555441,1000021007,1000000164,1000026750,2000000012,NA,21
"26",0.159725749,1000021007,1000000164,1000026750,2000000012,NA,21
"27",0.194249649,1000021007,1000000164,1000026750,2000000012,NA,21
"28",0.285714286,1000021007,1000000164,1000026750,2000000012,NA,21
"29",0.155502392,1000021007,1000000164,1000026750,2000000012,NA,21
"30",0.5,1000021007,1000000164,1000026750,2000000012,NA,21
"31",0.457478006,1000021007,1000000164,1000026750,2000000012,NA,21
"32",0.255707763,1000021007,1000000164,1000026750,2000000012,NA,21
"33",0.422360248,1000021007,1000000164,1000026750,2000000012,NA,21
"34",0.22972973,1000021007,1000000164,1000026750,2000000012,NA,21
"35",0.446808511,1000021007,1000000164,1000026750,2000000012,NA,21
"36",0.494505495,1000021007,1000000164,1000026750,2000000012,NA,21
"37",0.415584416,1000021007,1000000164,1000026750,2000000012,NA,21
"38",1.253333333,1000021007,1000000164,1000026750,2000000012,NA,21
"39",0.338709677,1000021007,1000000164,1000026750,2000000012,NA,21
"40",0.188679245,1000021007,1000000164,1000026750,2000000012,NA,21
"41",0.204081633,1000021007,1000000164,1000026750,2000000012,NA,21
"42",0.216666667,1000021007,1000000164,1000026750,2000000012,NA,21
"43",0.179104478,1000021007,1000000164,1000026750,2000000012,NA,21
"44",0.072300167,1000021008,1000000164,1000026750,2000000012,NA,21
"45",0.026264115,1000021008,1000000164,1000026750,2000000012,NA,21
"46",0.020655681,1000021008,1000000164,1000026750,2000000012,NA,21
"47",0.120931621,1000021008,1000000164,1000026750,2000000012,NA,21
"48",0.473332297,1000021008,1000000164,1000026750,2000000012,NA,21
"49",0.020775897,1000021009,1000000164,1000026750,2000000012,NA,21
"50",0.031167684,1000021009,1000000164,1000026750,2000000012,NA,21
"51",0.022801454,1000021009,1000000164,1000026750,2000000012,NA,21
"52",0.02336482,1000021009,1000000164,1000026750,2000000012,NA,21
"53",0.024343639,1000021009,1000000164,1000026750,2000000012,NA,21
"54",0.021236261,1000021009,1000000164,1000026750,2000000012,NA,21
"55",0.019342959,1000021009,1000000164,1000026750,2000000012,NA,21
"56",0.068099077,1000021009,1000000164,1000026750,2000000012,NA,21
"57",0.156964837,1000021009,1000000164,1000026750,2000000012,NA,21
"58",0.143698699,1000021009,1000000164,1000026750,2000000012,NA,21
"59",0.189975887,1000021009,1000000164,1000026750,2000000012,NA,21
"60",0.067387916,1000021009,1000000164,1000026750,2000000012,NA,21
"61",0.096683629,1000021009,1000000164,1000026750,2000000012,NA,21
"62",0.367129831,1000021010,1000000164,1000026750,2000000012,NA,21
"63",0.008720545,1000021011,1000000164,1000026750,2000000012,NA,21
"64",0.049534213,1000021011,1000000164,1000026750,2000000012,NA,21
"65",0.109678275,38769,1000000164,1000026750,2000000012,NA,21
"66",0.005253206,1000021004,1000000164,1000026750,2000000012,NA,21
"67",0.100606061,47946,1000000164,1000026750,2000000012,NA,21
"68",0.107991361,47946,1000000164,1000026750,2000000012,NA,21
"69",0.141630901,47946,1000000164,1000026750,2000000012,NA,21
"70",0.01533639,45505,1000000164,1000026750,2000000012,NA,21
"71",0.10753542,45505,1000000164,1000026750,2000000012,NA,21
"72",0.231053604,45505,1000000164,1000026750,2000000012,NA,21
"73",0.008720545,1000021005,1000000164,1000026750,2000000012,NA,21
"74",0.01533639,33758,1000000164,1000026750,2000000012,NA,21
"75",0.058362462,37665,1000000164,1000026750,2000000012,NA,21
"76",0.141630901,1000021002,1000000164,1000026750,2000000012,NA,21
