"","value","species_id","citation_id","site_id","treatment","trait_id","variable_id"
"1",220.021077534122,1000020862,1000000103,1000026716,2000000012,NA,1000000301
"2",296.125999806254,41267,1000000103,1000026716,2000000012,NA,1000000301
"3",212.139883344465,13388,1000000103,1000026716,2000000012,NA,1000000301
"4",155.392406785192,24450,1000000103,1000026716,2000000012,NA,1000000301
"5",180.051688191176,1000020863,1000000104,1000026715,2000000012,NA,1000000301
"6",105.769005827678,1000001911,1000000104,1000026715,2000000012,NA,1000000301
"7",62.1475749618881,1000002385,1000000104,1000026715,2000000012,NA,1000000301
"8",57.1690533464537,1000020865,1000000104,1000026715,2000000012,NA,1000000301
"9",137.082248780164,1000002727,1000000104,1000026715,2000000012,NA,1000000301
"10",239.175836294759,1000020866,1000000104,1000026715,2000000012,NA,1000000301
"11",85.2751650155762,1000020867,1000000104,1000026715,2000000012,NA,1000000301
"12",85.1021325325162,1000020869,1000000104,1000026715,2000000012,NA,1000000301
"13",197.363796097546,1000020870,1000000104,1000026715,2000000012,NA,1000000301
"14",75.2947760958126,1000020871,1000000104,1000026715,2000000012,NA,1000000301
"15",97.8927564458811,49943,1000000071,2000000002,2000000012,NA,1000000301
"16",145.819418455844,49953,1000000071,2000000002,2000000012,NA,1000000301
"17",271.244512652129,1000011255,1000000071,2000000002,2000000012,NA,1000000301
"18",287.559972059776,49993,1000000071,2000000002,2000000012,NA,1000000301
"19",181.509485910071,380,1000000071,2000000002,2000000012,NA,1000000301
"20",234.534728984924,50567,1000000071,2000000002,2000000012,NA,1000000301
"21",90.0081058261486,25655,1000000061,1000005005,2000000012,NA,1000000301
"22",116.002425089098,50836,1000000061,1000005005,2000000012,NA,1000000301
"23",135.117525148751,49943,1000000124,2000000002,2000000012,NA,1000000301
"24",300.221387527851,380,1000000124,2000000002,2000000012,NA,1000000301
"25",165.705188010177,1000005277,1000000124,2000000002,2000000012,NA,1000000301
"26",261.639221752586,43171,1000000124,2000000003,2000000012,NA,1000000301
"27",87.6955943161018,51206,1000000124,2000000002,2000000012,NA,1000000301
"28",167.790710487271,1000014356,1000000124,2000000003,2000000012,NA,1000000301
"29",94.7974239929028,1000014798,1000000124,2000000003,2000000012,NA,1000000301
"30",159.448620680865,1000001544,1000000153,1000025739,2000000012,NA,1000000301
"31",134.422350955729,10238,1000000153,1000025739,2000000012,NA,1000000301
"32",152.149291960048,1000012111,1000000153,1000025739,2000000012,NA,1000000301
"33",159.448620680865,1000020872,1000000153,1000025739,2000000012,NA,1000000301
"34",87.8740362917,51206,1000000132,1000005005,2000000012,NA,1000000301
